Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolate	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	SRA Study
SRR12823406	AMPLICON	602	335916	PRJNA669115	SAMN16434561	Metagenome or environmental	311435	NORTHWESTERN UNIVERSITY	2019	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290987	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	3	skin	19.18 N 96.14 W	1-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-181-HSAP-MEX-19-MM-1-FH-DRY-F	SRP287343
SRR12823407	AMPLICON	602	39568256	PRJNA669115	SAMN16434601	Metagenome or environmental	26477575	NORTHWESTERN UNIVERSITY	2019	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX9290986	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	43	skin	19.18 N 96.14 W	13-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-204-HSAP-MEX-19-MM-13-FH-DRY-F	SRP287343
SRR12823408	AMPLICON	602	35857528	PRJNA669115	SAMN16434633	Metagenome or environmental	24057817	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"gs,s3,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290985	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	75	skin	19.18 N 96.14 W	16-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-203-HSAP-MEX-19-MM-16-FH-DRY-F	SRP287343
SRR12823409	AMPLICON	602	34722156	PRJNA669115	SAMN16434685	Metagenome or environmental	23050906	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290984	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	127	skin	41.85 N 87.65 W	20-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-202-HSAP-MEX-19-MM-20-FH-DRY-F	SRP287343
SRR12823410	AMPLICON	602	37250556	PRJNA669115	SAMN16434781	Metagenome or environmental	24564377	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290983	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	223	skin	19.18 N 96.14 W	7-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-196-HSAP-MEX-19-MM-7-FH-DRY-F	SRP287343
SRR12823411	AMPLICON	602	31993290	PRJNA669115	SAMN16434779	Metagenome or environmental	20730699	NORTHWESTERN UNIVERSITY	2019	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX9290982	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	221	skin	19.18 N 96.14 W	7-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-195-HSAP-MEX-19-MM-7-AP-DRY-F	SRP287343
SRR12823412	AMPLICON	602	24861396	PRJNA669115	SAMN16434783	Metagenome or environmental	16278691	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX9290981	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	225	skin	19.18 N 96.14 W	7-MEX-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-194-HSAP-MEX-19-MM-7-HA-DRY-F	SRP287343
SRR12823413	AMPLICON	602	30943402	PRJNA669115	SAMN16434761	Metagenome or environmental	20053200	NORTHWESTERN UNIVERSITY	2019	public	"sra,run.zq,fastq"	"gs,s3,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX9291040	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	203	skin	41.85 N 87.65 W	5-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-193-HSAP-MEX-19-MM-5-AP-DRY-F	SRP287343
SRR12823414	AMPLICON	602	22712256	PRJNA669115	SAMN16434767	Metagenome or environmental	15005189	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290979	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	209	skin	41.85 N 87.65 W	5-USA-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-296-HSAP-USA-19-MM-5-FH-DRY-F	SRP287343
SRR12823415	AMPLICON	602	32987192	PRJNA669115	SAMN16434609	Metagenome or environmental	21761502	NORTHWESTERN UNIVERSITY	2019	public	"fastq,run.zq,sra"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290978	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	51	skin	41.85 N 87.65 W	13-USA-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-295-HSAP-USA-19-MM-13-HA-DRY-F	SRP287343
SRR12823416	AMPLICON	602	36600998	PRJNA669115	SAMN16434607	Metagenome or environmental	24012279	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290977	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	49	skin	41.85 N 87.65 W	13-USA-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-293-HSAP-USA-19-MM-13-FH-DRY-F	SRP287343
SRR12823417	AMPLICON	602	31984260	PRJNA669115	SAMN16434605	Metagenome or environmental	21403483	NORTHWESTERN UNIVERSITY	2019	public	"sra,fastq,run.zq"	"s3,ncbi,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX9290976	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	47	skin	41.85 N 87.65 W	13-USA-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-294-HSAP-USA-19-MM-13-AP-DRY-F	SRP287343
SRR12823418	AMPLICON	602	32772278	PRJNA669115	SAMN16434667	Metagenome or environmental	21283957	NORTHWESTERN UNIVERSITY	2019	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX9290975	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	109	skin	41.85 N 87.65 W	19-USA-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-292-HSAP-USA-19-MM-19-AP-DRY-F	SRP287343
SRR12823419	AMPLICON	602	30125886	PRJNA669115	SAMN16434567	Metagenome or environmental	19899807	NORTHWESTERN UNIVERSITY	2019	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX9290974	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	9	skin	41.85 N 87.65 W	1-USA-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-291-HSAP-USA-19-MM-1-FH-DRY-F	SRP287343
SRR12823420	AMPLICON	602	39729592	PRJNA669115	SAMN16434705	Metagenome or environmental	26183177	NORTHWESTERN UNIVERSITY	2019	public	"sra,fastq,run.zq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX9290973	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	147	skin	41.85 N 87.65 W	21-USA-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-290-HSAP-USA-19-MM-21HA-DRY-F	SRP287343
SRR12823421	AMPLICON	602	102340	PRJNA669115	SAMN16434737	Metagenome or environmental	156584	NORTHWESTERN UNIVERSITY	2019	public	"sra,run.zq,fastq"	"gs,s3,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX9290972	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	179	skin	19.18 N 96.14 W	3-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-187-HSAP-MEX-19-MM-3-AP-DRY-F	SRP287343
SRR12823422	AMPLICON	602	34079220	PRJNA669115	SAMN16434565	Metagenome or environmental	22600586	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290971	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	7	skin	41.85 N 87.65 W	1-USA-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-289-HSAP-USA-19-MM-1-AP-DRY-F	SRP287343
SRR12823423	AMPLICON	602	28624498	PRJNA669115	SAMN16434569	Metagenome or environmental	18675063	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290970	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	11	skin	41.85 N 87.65 W	1-USA-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-288-HSAP-USA-19-MM-1-HA-DRY-F	SRP287343
SRR12823424	AMPLICON	602	12284412	PRJNA669115	SAMN16434671	Metagenome or environmental	8077162	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"gs,s3,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX9290969	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	113	skin	41.85 N 87.65 W	19-USA-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-287-HSAP-USA-19-MM-19-HA-DRY-F	SRP287343
SRR12823425	AMPLICON	602	28953190	PRJNA669115	SAMN16434789	Metagenome or environmental	18947566	NORTHWESTERN UNIVERSITY	2019	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290968	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	231	skin	41.85 N 87.65 W	7-USA-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-284-HSAP-USA-19-MM-7-HA-DRY-F	SRP287343
SRR12823426	AMPLICON	602	36330098	PRJNA669115	SAMN16434701	Metagenome or environmental	23778619	NORTHWESTERN UNIVERSITY	2019	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"ncbi.public,s3.us-east-1,gs.US"	SRX9290967	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	143	skin	41.85 N 87.65 W	21-USA-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-283-HSAP-USA-19-MM-21-AP-DRY-F	SRP287343
SRR12823427	AMPLICON	602	32686794	PRJNA669115	SAMN16434703	Metagenome or environmental	21554083	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290966	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	145	skin	41.85 N 87.65 W	21-USA-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-281-HSAP-USA-19-MM-21-FH-DRY-F	SRP287343
SRR12823428	AMPLICON	602	39940894	PRJNA669115	SAMN16434787	Metagenome or environmental	26098530	NORTHWESTERN UNIVERSITY	2019	public	"sra,run.zq,fastq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290965	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	229	skin	41.85 N 87.65 W	7-USA-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-282-HSAP-USA-19-MM-7-FH-DRY-F	SRP287343
SRR12823429	AMPLICON	602	27790728	PRJNA669115	SAMN16434785	Metagenome or environmental	17770732	NORTHWESTERN UNIVERSITY	2019	public	"sra,fastq,run.zq"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290964	USA	North America	USA: Illinois	Homo sapiens	Illumina MiSeq	227	skin	41.85 N 87.65 W	7-USA-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-280-HSAP-USA-19-MM-7-AP-DRY-F	SRP287343
SRR12823430	AMPLICON	602	29866424	PRJNA669115	SAMN16434709	Metagenome or environmental	19268622	NORTHWESTERN UNIVERSITY	2019	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290963	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	151	skin	19.18 N 96.14 W	22-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-278-HSAP-MEX-19-MM-22-FH-DRY-F	SRP287343
SRR12823431	AMPLICON	602	25532626	PRJNA669115	SAMN16434697	Metagenome or environmental	16894372	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290962	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	139	skin	19.18 N 96.14 W	21-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-277-HSAP-MEX-19-MM-21-FH-DRY-F	SRP287343
SRR12823432	AMPLICON	602	144480	PRJNA669115	SAMN16434741	Metagenome or environmental	177189	NORTHWESTERN UNIVERSITY	2019	public	"fastq,sra,run.zq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290961	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	183	skin	19.18 N 96.14 W	3-MEX-HA-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-186-HSAP-MEX-19-MM-3-HA-DRY-F	SRP287343
SRR12823433	AMPLICON	602	31880716	PRJNA669115	SAMN16434663	Metagenome or environmental	20934382	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,fastq,sra"	"gs,s3,ncbi"	"s3.us-east-1,ncbi.public,gs.US"	SRX9290960	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	105	skin	19.18 N 96.14 W	19-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-274-HSAP-MEX-19-MM-19-FH-DRY-F	SRP287343
SRR12823434	AMPLICON	602	39931262	PRJNA669115	SAMN16434651	Metagenome or environmental	26195814	NORTHWESTERN UNIVERSITY	2019	public	"sra,fastq,run.zq"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290959	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	93	skin	19.18 N 96.14 W	18-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-273-HSAP-MEX-19-MM-18-FH-DRY-F	SRP287343
SRR12823435	AMPLICON	602	27284446	PRJNA669115	SAMN16434625	Metagenome or environmental	17944232	NORTHWESTERN UNIVERSITY	2019	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX9290958	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	67	skin	19.18 N 96.14 W	15-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-272-HSAP-MEX-19-MM-15-FH-DRY-F	SRP287343
SRR12823436	AMPLICON	602	29246364	PRJNA669115	SAMN16434613	Metagenome or environmental	19348215	NORTHWESTERN UNIVERSITY	2019	public	"sra,fastq,run.zq"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290957	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	55	skin	19.18 N 96.14 W	14-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-271-HSAP-MEX-19-MM-14-FH-DRY-F	SRP287343
SRR12823437	AMPLICON	602	28900816	PRJNA669115	SAMN16434583	Metagenome or environmental	18912805	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290956	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	25	skin	19.18 N 96.14 W	11-MEX-FH-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-270-HSAP-MEX-19-MM-11-FH-DRY-F	SRP287343
SRR12823438	AMPLICON	602	29579270	PRJNA669115	SAMN16434695	Metagenome or environmental	19340290	NORTHWESTERN UNIVERSITY	2019	public	"fastq,sra,run.zq"	"gs,s3,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX9290955	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	137	skin	19.18 N 96.14 W	21-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-267-HSAP-MEX-19-MM-21-AP-DRY-F	SRP287343
SRR12823439	AMPLICON	602	37671956	PRJNA669115	SAMN16434707	Metagenome or environmental	24273693	NORTHWESTERN UNIVERSITY	2019	public	"run.zq,sra,fastq"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX9290954	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	149	skin	19.18 N 96.14 W	22-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-268-HSAP-MEX-19-MM-22-AP-DRY-F	SRP287343
SRR12823440	AMPLICON	602	35244090	PRJNA669115	SAMN16434661	Metagenome or environmental	22709236	NORTHWESTERN UNIVERSITY	2019	public	"sra,fastq,run.zq"	"s3,ncbi,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX9290953	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	103	skin	19.18 N 96.14 W	19-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:07:00Z	1	Amato-266-HSAP-MEX-19-MM-19-AP-DRY-F	SRP287343
SRR12823441	AMPLICON	602	36999522	PRJNA669115	SAMN16434649	Metagenome or environmental	24355567	NORTHWESTERN UNIVERSITY	2019	public	"fastq,sra,run.zq"	"gs,s3,ncbi"	"ncbi.public,s3.us-east-1,gs.US"	SRX9291012	Mexico	North America	Mexico: Veracruz	Homo sapiens	Illumina MiSeq	91	skin	19.18 N 96.14 W	18-MEX-AP-forward	PAIRED	PCR	METAGENOMIC	human skin metagenome	ILLUMINA	2020-10-18T00:00:00Z	2020-10-18T08:08:00Z	1	Amato-265-HSAP-MEX-19-MM-18-AP-DRY-F	SRP287343
