Feature ID	Taxon
seq6284	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Dorea; none
seq6285	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq6286	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelatoclostridiaceae; none; none
seq6287	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Companilactobacillus; none
seq6288	Bacteria; Planctomycetota; BD7-11; none; none; none; none
seq6289	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium; none
seq6290	Bacteria; none; none; none; none; none; none
seq6291	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq6292	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; PMMR1; none
seq6293	Bacteria; Firmicutes; Bacilli; Bacillales; Marinococcaceae; none; none
seq6294	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Bythopirellula; none
seq6295	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq6296	Bacteria; Cloacimonadota; Cloacimonadia; Cloacimonadales; none; none; none
seq6297	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Ruminococcus; none
seq6298	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; UCG-005; none
seq6299	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; none
seq6300	Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; none; none
seq6301	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6302	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; none; none
seq6303	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; none
seq6304	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; Pirellula; none
seq6305	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Propioniciclava; none
seq6306	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Dermacoccaceae; none; none
seq6307	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq6308	Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira; none
seq6309	none; none; none; none; none; none; none
seq6310	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Chromobacteriaceae; none; none
seq6311	Bacteria; Firmicutes; Bacilli; RF39; none; none; none
seq6312	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq6313	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; marinus
seq6314	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6315	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq6316	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; canoris
seq6317	Bacteria; Chloroflexi; Gitt-GS-136; none; none; none; none
seq6318	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Persicitalea; none
seq6319	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Helcococcus; seattlensis
seq6320	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq6321	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq6322	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; none; none
seq6323	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; fluorescens/fulva/hunanensis/kuykendallii/oryzihabitans/putida
seq6324	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium; none
seq6325	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6326	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6327	Bacteria; Firmicutes; Clostridia; Oscillospirales; Butyricicoccaceae; none; none
seq6328	Bacteria; Actinobacteriota; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; none
seq6329	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Macrococcus; none
seq6330	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Catonella; none
seq6331	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Eisenbergiella; none
seq6332	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Oribacterium; none
seq6333	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; hansenii
seq6334	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; Kocuria; none
seq6335	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq6336	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq6337	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; brasilensis/jamilae/kribbensis/peoriae/polymyxa/terrae/triticisoli
seq6338	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq6339	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum; none
seq6340	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6341	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; none
seq6342	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; UCG-005; none
seq6343	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Tuzzerella; none
seq6344	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; Cellvibrio; gandavensis
seq6345	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq6346	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Patulibacter; none
seq6347	Bacteria; Firmicutes; Clostridia; Lachnospirales; Defluviitaleaceae; Defluviitaleaceae UCG-011; none
seq6348	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6349	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Roseimicrobium; none
seq6350	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq6351	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; none; none
seq6352	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Ruminococcus] torques group; none
seq6353	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter; none
seq6354	Bacteria; Spirochaetota; MVP-15; none; none; none; none
seq6355	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6356	Bacteria; Actinobacteriota; Actinobacteria; Kineosporiales; Kineosporiaceae; none; none
seq6357	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq6358	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq6359	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium; none
seq6360	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; none; none
seq6361	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; Papillibacter; none
seq6362	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6363	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Bosea; lathyri/massiliensis/vaviloviae
seq6364	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq6365	Bacteria; none; none; none; none; none; none
seq6366	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; Gemmatimonas; none
seq6367	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq6368	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; A21b; none; none
seq6369	Bacteria; Firmicutes; Bacilli; Alicyclobacillales; Alicyclobacillaceae; Tumebacillus; none
seq6370	Bacteria; Actinobacteriota; MB-A2-108; none; none; none; none
seq6371	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Hymenobacter; none
seq6372	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq6373	Archaea; Crenarchaeota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; none; none
seq6374	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq6375	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; none; none
seq6376	Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; none; none
seq6377	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14; none; none
seq6378	Bacteria; Actinobacteriota; Actinobacteria; Micromonosporales; Micromonosporaceae; none; none
seq6379	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq6380	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Microtrichaceae; IMCC26207; none
seq6381	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6382	Bacteria; Actinobacteriota; Actinobacteria; Nitriliruptorales; Nitriliruptoraceae; Nitriliruptor; none
seq6383	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq6384	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; massiliensis
seq6385	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; KF-JG30-B3; none; none
seq6386	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq6387	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; Gaiella; none
seq6388	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6389	Bacteria; Myxococcota; Polyangia; Polyangiales; Phaselicystidaceae; Phaselicystis; none
seq6390	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6391	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; borealis
seq6392	Bacteria; Actinobacteriota; Rubrobacteria; Rubrobacterales; Rubrobacteriaceae; Rubrobacter; bracarensis
seq6393	Bacteria; Bdellovibrionota; Oligoflexia; 0319-6G20; none; none; none
seq6394	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6395	Bacteria; Cyanobacteria; Sericytochromatia; none; none; none; none
seq6396	Bacteria; Firmicutes; Bacilli; Bacillales; none; none; none
seq6397	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq6398	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; Melittangium; lichenicola
seq6399	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Micrococcaceae; none; none
seq6400	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Paenibacillus; none
seq6401	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexaceae; FFCH7168; none
seq6402	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6403	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Hymenobacteraceae; Pontibacter; none
seq6404	Bacteria; Chloroflexi; Anaerolineae; RBG-13-54-9; none; none; none
seq6405	Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; none
seq6406	Bacteria; Planctomycetota; Planctomycetes; Isosphaerales; Isosphaeraceae; Tundrisphaera; none
seq6407	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; none; none; none
seq6408	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; Stenotrophobacter; none
seq6409	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq6410	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq6411	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6412	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6413	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq6414	Bacteria; Firmicutes; Clostridia; Christensenellales; Christensenellaceae; Christensenellaceae R-7 group; none
seq6415	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6416	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq6417	Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Leptolyngbya ANT.L52.2; none
seq6418	Bacteria; Chloroflexi; Ktedonobacteria; C0119; none; none; none
seq6419	Bacteria; Firmicutes; Bacilli; Entomoplasmatales; Entomoplasmataceae; none; none
seq6420	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; none
seq6421	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; none; none
seq6422	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6423	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq6424	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq6425	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6426	Bacteria; Bacteroidota; Ignavibacteria; SJA-28; none; none; none
seq6427	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6428	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6429	Bacteria; Chloroflexi; Ktedonobacteria; C0119; none; none; none
seq6430	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; none
seq6431	Bacteria; Proteobacteria; none; none; none; none; none
seq6432	Bacteria; Dependentiae; Babeliae; Babeliales; none; none; none
seq6433	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; none; none
seq6434	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Luteolibacter; none
seq6435	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium; none
seq6436	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq6437	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Peptostreptococcaceae; Terrisporobacter; glycolicus/mayombei/othiniensis
seq6438	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; none
seq6439	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Defluviimonas; none
seq6440	Bacteria; Firmicutes; Clostridia; Clostridia UCG-014; none; none; none
seq6441	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudorhodoplanes; none
seq6442	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Aeromonadaceae; Oceanisphaera; marina
seq6443	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Salinicoccus; alkaliphilus/roseus
seq6444	Bacteria; Sumerlaeota; Sumerlaeia; Sumerlaeales; Sumerlaeaceae; Sumerlaea; none
seq6445	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Terrimonas; none
seq6446	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; none; none
seq6447	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Flavisolibacter; none
seq6448	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Arenimonas; malthae
seq6449	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylorosula; none
seq6450	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingorhabdus; none
seq6451	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Alcaligenaceae; Advenella; incenata/kashmirensis/mimigardefordensis
seq6452	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; CL500-29 marine group; none
seq6453	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq6454	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga; none
seq6455	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Methylophilaceae; Methylotenera; none
seq6456	Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq6457	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Algoriphagus; antarcticus/winogradskyi/yeomjeoni
seq6458	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Aquaspirillaceae; Rivicola; none
seq6459	Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Leptolyngbya VRUC 135; none
seq6460	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; none
seq6461	Bacteria; Bacteroidota; Bacteroidia; none; none; none; none
seq6462	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq6463	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; Aestuariicella; none
seq6464	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Alteromonadaceae; Rheinheimera; none
seq6465	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq6466	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Aurantisolimonas; none
seq6467	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium; none
seq6468	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq6469	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Marinomonadaceae; Marinomonas; none
seq6470	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Intrasporangiaceae; none; none
seq6471	Bacteria; Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae; none; none
seq6472	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Saprospiraceae; none; none
seq6473	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq6474	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq6475	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq6476	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq6477	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq6478	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Lawsonella; none
seq6479	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Herbinix; none
seq6480	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; none
seq6481	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Agathobacter; none
seq6482	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum
seq6483	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Succinivibrionaceae; none; none
seq6484	Bacteria; Acidobacteriota; Holophagae; Subgroup 7; none; none; none
seq6485	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; Pasteurella; multocida
seq6486	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Limosilactobacillus; none
seq6487	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Nakamurellaceae; Nakamurella; none
seq6488	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Faecalibacterium; none
seq6489	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; none; none; none
seq6490	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; none
seq6491	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Sporosarcina; none
seq6492	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Amb-16S-1323; none; none
seq6493	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; eurypsychrophila
seq6494	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq6495	Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae; none; none
seq6496	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; none; none
seq6497	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Amaricoccus; none
seq6498	none; none; none; none; none; none; none
seq6499	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; none
seq6500	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; none
seq6501	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter; aquatilis/jamesrossensis
seq6502	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae NK3A20 group; none
seq6503	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Shuttleworthia; satelles
seq6504	Bacteria; Chloroflexi; JG30-KF-CM66; none; none; none; none
seq6505	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Arcticibacter; none
seq6506	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Arenibacter; none
seq6507	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Aurantisolimonas; none
seq6508	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; AKYG1722; none; none
seq6509	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia; none
seq6510	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; none; none
seq6511	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq6512	Bacteria; Firmicutes; Bacilli; Mycoplasmatales; Mycoplasmataceae; Mycoplasma; none
seq6513	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Craurococcus-Caldovatus; none
seq6514	Bacteria; Bdellovibrionota; Oligoflexia; Silvanigrellales; Silvanigrellaceae; none; none
seq6515	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq6516	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; none; none
seq6517	Bacteria; Bacteroidota; Rhodothermia; Rhodothermales; Rhodothermaceae; Rubrivirga; none
seq6518	Bacteria; Bacteroidota; Ignavibacteria; Ignavibacteriales; PHOS-HE36; none; none
seq6519	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq6520	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Ruminococcus] torques group; none
seq6521	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq6522	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Marinobacteraceae; Marinobacter; none
seq6523	Bacteria; Firmicutes; Bacilli; Paenibacillales; Paenibacillaceae; Saccharibacillus; none
seq6524	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Dyadobacter; none
seq6525	Bacteria; Acidobacteriota; Acidobacteriae; Paludibaculum; none; none; none
seq6526	Bacteria; Proteobacteria; Gammaproteobacteria; Diplorickettsiales; Diplorickettsiaceae; none; none
seq6527	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; Cellvibrio; none
seq6528	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Marmoricola; none
seq6529	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter; denitrificans
seq6530	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SC-I-84; none; none
seq6531	Bacteria; Firmicutes; Clostridia; Oscillospirales; Hungateiclostridiaceae; none; none
seq6532	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Dyadobacter; none
seq6533	Bacteria; Acidobacteriota; Subgroup 5; none; none; none; none
seq6534	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq6535	Bacteria; Cyanobacteria; Cyanobacteriia; none; none; none; none
seq6536	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium; none
seq6537	Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; concisus
seq6538	Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae (Subgroup 1); Edaphobacter; none
seq6539	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; none
seq6540	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq6541	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq6542	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia-Caballeronia-Paraburkholderia; none
seq6543	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq6544	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Dyadobacter; none
seq6545	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq6546	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
